"YearEnd","LocationDesc","GeoLocation","StratificationCategory1","Stratification1","variable","NPAW1_1 Obesity among adults aged >= 18 years","NPAW1_2 Obesity among high school students","NPAW10_0 No leisure-time physical activity among adults aged >= 18 years","NPAW11_1 Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years","NPAW11_2 Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years","NPAW11_3 Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years","NPAW11_4 Meeting aerobic physical activity guidelines among high school students","NPAW12_1 Participation in daily school physical education classes among high school students","NPAW12_2 Soda consumption among high school students","NPAW13_1 Secondary schools that allow community-sponsored use of physical activity facilities by youth outside of normal school hours","NPAW13_2 Secondary schools that allow students to purchase soda or fruit drinks","NPAW13_3 Secondary schools that allow students to purchase sports drinks","NPAW13_4 Secondary schools that offer less healthy foods as competitive foods","NPAW15_0 Infants breastfed at 6 months","NPAW16_0 Receiving formula supplementation within the first 2 days of life among breastfed infants","NPAW17_0 Mean maternity practices in infant nutrition care (mPINC) score","NPAW18_0 Live births occurring at Baby Friendly Facilities","NPAW2_1 Overweight or obesity among adults aged >= 18 years","NPAW2_2 Overweight or obesity among high school students","NPAW2_3 Overweight or obesity among women aged 18-44 years","NPAW20_0 Television viewing among high school students","NPAW21_0 Computer use among high school students","NPAW3_1 Healthy weight among adults aged >= 18 years","NPAW3_2 Healthy weight among high school students","NPAW4_1 Median daily frequency of fruit consumption among high school students","NPAW4_2 Median daily frequency of fruit consumption among adults aged >= 18 years","NPAW5_1 Median daily frequency of vegetable consumption among high school students","NPAW5_2 Median daily frequency of vegetable consumption among adults aged >= 18 years","NPAW6_0 Census tracts with healthier food retailers within ½ mile of boundary","NPAW7_1 Farmers markets that accept Women and Infant Children (WIC) farmers market nutrition program coupons","NPAW7_2 Farmers markets that accept Supplemental Nutrition Assistance Program (SNAP) benefits","NPAW8_0 Number of farmers markets per 100,000 residents"
2012,"Maryland","(39.29058096400047, -76.60926011099963)","Overall","Overall","DataValue",27.6,NA,23.1,NA,NA,NA,NA,NA,NA,77.6,33,46,57.3,NA,NA,NA,NA,63.8,NA,50.9,NA,NA,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Maryland","(39.29058096400047, -76.60926011099963)","Race/Ethnicity","Black, non-Hispanic","DataValue",37.4,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.3,NA,63.5,NA,NA,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Maryland","(39.29058096400047, -76.60926011099963)","Race/Ethnicity","Hispanic","DataValue",27.6,NA,31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8,NA,57,NA,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Maryland","(39.29058096400047, -76.60926011099963)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",29,NA,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2,NA,NA,NA,NA,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Maryland","(39.29058096400047, -76.60926011099963)","Race/Ethnicity","Other, non-Hispanic","DataValue",11.4,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2,NA,33.5,NA,NA,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Maryland","(39.29058096400047, -76.60926011099963)","Race/Ethnicity","White, non-Hispanic","DataValue",24.5,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6,NA,44,NA,NA,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Massachusetts","(42.27687047000046, -72.08269067499964)","Gender","Female","DataValue",21.2,NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Massachusetts","(42.27687047000046, -72.08269067499964)","Gender","Male","DataValue",24.6,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Massachusetts","(42.27687047000046, -72.08269067499964)","Overall","Overall","DataValue",22.9,NA,19.8,NA,NA,NA,NA,NA,NA,67.8,12.3,33.5,45.2,NA,NA,NA,NA,58.8,NA,42.3,NA,NA,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Massachusetts","(42.27687047000046, -72.08269067499964)","Race/Ethnicity","Black, non-Hispanic","DataValue",35.1,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.8,NA,58.5,NA,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Massachusetts","(42.27687047000046, -72.08269067499964)","Race/Ethnicity","Hispanic","DataValue",30.4,NA,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6,NA,61.5,NA,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Massachusetts","(42.27687047000046, -72.08269067499964)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",26.5,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6,NA,50.2,NA,NA,43.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Massachusetts","(42.27687047000046, -72.08269067499964)","Race/Ethnicity","Other, non-Hispanic","DataValue",11.9,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,NA,23,NA,NA,53.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Massachusetts","(42.27687047000046, -72.08269067499964)","Race/Ethnicity","White, non-Hispanic","DataValue",22.2,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.4,NA,40.2,NA,NA,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Michigan","(44.6613195430005, -84.71439026999968)","Gender","Female","DataValue",30.6,NA,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.2,NA,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Michigan","(44.6613195430005, -84.71439026999968)","Gender","Male","DataValue",31.5,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Michigan","(44.6613195430005, -84.71439026999968)","Overall","Overall","DataValue",31.1,NA,23.3,NA,NA,NA,NA,NA,NA,64.9,34.9,54,66.6,NA,NA,NA,NA,65.6,NA,54.5,NA,NA,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Michigan","(44.6613195430005, -84.71439026999968)","Race/Ethnicity","Black, non-Hispanic","DataValue",37.8,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3,NA,75.1,NA,NA,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Michigan","(44.6613195430005, -84.71439026999968)","Race/Ethnicity","Hispanic","DataValue",37,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6,NA,61.7,NA,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Michigan","(44.6613195430005, -84.71439026999968)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",35.3,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4,NA,58.7,NA,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Michigan","(44.6613195430005, -84.71439026999968)","Race/Ethnicity","Other, non-Hispanic","DataValue",24.7,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Michigan","(44.6613195430005, -84.71439026999968)","Race/Ethnicity","White, non-Hispanic","DataValue",29.9,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.3,NA,49.6,NA,NA,32.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Minnesota","(46.35564873600049, -94.79420050299967)","Gender","Female","DataValue",23.6,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4,NA,NA,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Minnesota","(46.35564873600049, -94.79420050299967)","Gender","Male","DataValue",27.8,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.3,NA,NA,NA,NA,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Minnesota","(46.35564873600049, -94.79420050299967)","Overall","Overall","DataValue",25.7,NA,17.6,NA,NA,NA,NA,NA,NA,74.2,42,64.4,75.8,NA,NA,NA,NA,63,NA,49.6,NA,NA,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Minnesota","(46.35564873600049, -94.79420050299967)","Race/Ethnicity","Black, non-Hispanic","DataValue",28.9,NA,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.7,NA,70.1,NA,NA,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Minnesota","(46.35564873600049, -94.79420050299967)","Race/Ethnicity","Hispanic","DataValue",30.6,NA,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2,NA,55.4,NA,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Minnesota","(46.35564873600049, -94.79420050299967)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4,NA,NA,NA,NA,37.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Minnesota","(46.35564873600049, -94.79420050299967)","Race/Ethnicity","Other, non-Hispanic","DataValue",25.3,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4,NA,43.1,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Minnesota","(46.35564873600049, -94.79420050299967)","Race/Ethnicity","White, non-Hispanic","DataValue",25.4,NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1,NA,47.7,NA,NA,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Mississippi","(32.745510099000455, -89.53803082499968)","Gender","Female","DataValue",37.3,NA,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8,NA,NA,NA,NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Mississippi","(32.745510099000455, -89.53803082499968)","Gender","Male","DataValue",31.8,NA,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1,NA,NA,NA,NA,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Mississippi","(32.745510099000455, -89.53803082499968)","Overall","Overall","DataValue",34.6,NA,30.8,NA,NA,NA,NA,NA,NA,60.3,20.5,45.7,51.1,NA,NA,NA,NA,68.9,NA,63.3,NA,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Mississippi","(32.745510099000455, -89.53803082499968)","Race/Ethnicity","Black, non-Hispanic","DataValue",43.2,NA,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.7,NA,73.9,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Mississippi","(32.745510099000455, -89.53803082499968)","Race/Ethnicity","Hispanic","DataValue",21.5,NA,51.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.9,NA,NA,NA,NA,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Mississippi","(32.745510099000455, -89.53803082499968)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Mississippi","(32.745510099000455, -89.53803082499968)","Race/Ethnicity","Other, non-Hispanic","DataValue",28.7,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9,NA,NA,NA,NA,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Mississippi","(32.745510099000455, -89.53803082499968)","Race/Ethnicity","White, non-Hispanic","DataValue",30.2,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1,NA,53,NA,NA,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Missouri","(38.635790776000476, -92.56630005299968)","Gender","Female","DataValue",29.6,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.3,NA,NA,NA,NA,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Missouri","(38.635790776000476, -92.56630005299968)","Gender","Male","DataValue",29.6,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.2,NA,NA,NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Missouri","(38.635790776000476, -92.56630005299968)","Overall","Overall","DataValue",29.6,NA,24.7,NA,NA,NA,NA,NA,NA,60.8,46,65.8,74.2,NA,NA,NA,NA,65.7,NA,53.7,NA,NA,32.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Missouri","(38.635790776000476, -92.56630005299968)","Race/Ethnicity","Black, non-Hispanic","DataValue",41.2,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8,NA,58,NA,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Missouri","(38.635790776000476, -92.56630005299968)","Race/Ethnicity","Hispanic","DataValue",42.1,NA,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.3,NA,NA,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Missouri","(38.635790776000476, -92.56630005299968)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",30.2,NA,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9,NA,NA,NA,NA,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Missouri","(38.635790776000476, -92.56630005299968)","Race/Ethnicity","Other, non-Hispanic","DataValue",22.9,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Missouri","(38.635790776000476, -92.56630005299968)","Race/Ethnicity","White, non-Hispanic","DataValue",27.8,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4,NA,52.5,NA,NA,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Montana","(47.06652897200047, -109.42442064499971)","Gender","Female","DataValue",23.4,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.7,NA,NA,NA,NA,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Montana","(47.06652897200047, -109.42442064499971)","Gender","Male","DataValue",25.2,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6,NA,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Montana","(47.06652897200047, -109.42442064499971)","Overall","Overall","DataValue",24.3,NA,20.5,NA,NA,NA,NA,NA,NA,54.5,50.5,73.8,80.2,NA,NA,NA,NA,61.3,NA,47.1,NA,NA,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Montana","(47.06652897200047, -109.42442064499971)","Race/Ethnicity","Hispanic","DataValue",31.1,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3,NA,NA,NA,NA,33.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Montana","(47.06652897200047, -109.42442064499971)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",25.9,NA,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4,NA,NA,NA,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Montana","(47.06652897200047, -109.42442064499971)","Race/Ethnicity","Other, non-Hispanic","DataValue",39.5,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.9,NA,71.4,NA,NA,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Montana","(47.06652897200047, -109.42442064499971)","Race/Ethnicity","White, non-Hispanic","DataValue",23,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,42.8,NA,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nebraska","(41.6410409880005, -99.36572062299967)","Gender","Female","DataValue",28.1,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6,NA,NA,NA,NA,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nebraska","(41.6410409880005, -99.36572062299967)","Gender","Male","DataValue",29.2,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.3,NA,NA,NA,NA,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nebraska","(41.6410409880005, -99.36572062299967)","Overall","Overall","DataValue",28.6,NA,21,NA,NA,NA,NA,NA,NA,62.6,44.2,59.7,63.8,NA,NA,NA,NA,65,NA,51.4,NA,NA,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nebraska","(41.6410409880005, -99.36572062299967)","Race/Ethnicity","Black, non-Hispanic","DataValue",33.6,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.7,NA,68.3,NA,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nebraska","(41.6410409880005, -99.36572062299967)","Race/Ethnicity","Hispanic","DataValue",31.1,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4,NA,60.6,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nebraska","(41.6410409880005, -99.36572062299967)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",32,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2,NA,NA,NA,NA,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nebraska","(41.6410409880005, -99.36572062299967)","Race/Ethnicity","Other, non-Hispanic","DataValue",22.2,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4,NA,48.7,NA,NA,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nebraska","(41.6410409880005, -99.36572062299967)","Race/Ethnicity","White, non-Hispanic","DataValue",28.3,NA,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7,NA,49,NA,NA,33.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nevada","(39.493240390000494, -117.07184056399967)","Gender","Female","DataValue",25.8,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5,NA,NA,NA,NA,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nevada","(39.493240390000494, -117.07184056399967)","Gender","Male","DataValue",26.5,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nevada","(39.493240390000494, -117.07184056399967)","Overall","Overall","DataValue",26.2,NA,21.3,NA,NA,NA,NA,NA,NA,75.2,16.2,68.4,72,NA,NA,NA,NA,62.5,NA,48.2,NA,NA,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nevada","(39.493240390000494, -117.07184056399967)","Race/Ethnicity","Black, non-Hispanic","DataValue",34.1,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6,NA,NA,NA,NA,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nevada","(39.493240390000494, -117.07184056399967)","Race/Ethnicity","Hispanic","DataValue",26.9,NA,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6,NA,56.7,NA,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nevada","(39.493240390000494, -117.07184056399967)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",25.7,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4,NA,NA,NA,NA,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nevada","(39.493240390000494, -117.07184056399967)","Race/Ethnicity","Other, non-Hispanic","DataValue",21.4,NA,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1,NA,37.1,NA,NA,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nevada","(39.493240390000494, -117.07184056399967)","Race/Ethnicity","White, non-Hispanic","DataValue",25.7,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.4,NA,45.1,NA,NA,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Hampshire","(43.65595011300047, -71.50036091999965)","Gender","Female","DataValue",25.6,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1,NA,NA,NA,NA,43.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Hampshire","(43.65595011300047, -71.50036091999965)","Gender","Male","DataValue",28.9,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.9,NA,NA,NA,NA,29.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Hampshire","(43.65595011300047, -71.50036091999965)","Overall","Overall","DataValue",27.3,NA,20,NA,NA,NA,NA,NA,NA,64.1,16.2,44.2,60.3,NA,NA,NA,NA,62.1,NA,47.5,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Hampshire","(43.65595011300047, -71.50036091999965)","Race/Ethnicity","Hispanic","DataValue",26.1,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6,NA,NA,NA,NA,44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Hampshire","(43.65595011300047, -71.50036091999965)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Hampshire","(43.65595011300047, -71.50036091999965)","Race/Ethnicity","Other, non-Hispanic","DataValue",20.8,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Hampshire","(43.65595011300047, -71.50036091999965)","Race/Ethnicity","White, non-Hispanic","DataValue",27.7,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8,NA,47,NA,NA,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Jersey","(40.13057004800049, -74.27369128799967)","Gender","Female","DataValue",22.9,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9,NA,NA,NA,NA,44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Jersey","(40.13057004800049, -74.27369128799967)","Gender","Male","DataValue",26.3,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2,NA,NA,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Jersey","(40.13057004800049, -74.27369128799967)","Overall","Overall","DataValue",24.6,NA,24.9,NA,NA,NA,NA,NA,NA,75.8,18.5,35.2,51.7,NA,NA,NA,NA,61.6,NA,45.7,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Jersey","(40.13057004800049, -74.27369128799967)","Race/Ethnicity","Black, non-Hispanic","DataValue",36.1,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.9,NA,70.4,NA,NA,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Jersey","(40.13057004800049, -74.27369128799967)","Race/Ethnicity","Hispanic","DataValue",26.3,NA,34.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3,NA,54.6,NA,NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Jersey","(40.13057004800049, -74.27369128799967)","Race/Ethnicity","Multiracial, non-Hispanic","DataValue",26.2,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.8,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Jersey","(40.13057004800049, -74.27369128799967)","Race/Ethnicity","Other, non-Hispanic","DataValue",9.3,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8,NA,31.4,NA,NA,52.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Jersey","(40.13057004800049, -74.27369128799967)","Race/Ethnicity","White, non-Hispanic","DataValue",24.1,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6,NA,38.1,NA,NA,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Mexico","(34.52088095200048, -106.24058098499967)","Gender","Female","DataValue",27.5,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Mexico","(34.52088095200048, -106.24058098499967)","Gender","Male","DataValue",26.7,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.1,NA,NA,NA,NA,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"New Mexico","(34.52088095200048, -106.24058098499967)","Overall","Overall","DataValue",27.1,NA,21.8,NA,NA,NA,NA,NA,NA,72.3,19.3,42.6,58.8,NA,NA,NA,NA,62.8,NA,53.3,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
